fagot,0.58306671977
fuckwit,0.877746093273
cocksucker,0.76620246172
dumbass,0.872294676304
asshat,0.887420785427
shithead,0.584931027889
prick,0.481685245037
horseshit,0.772938454151
dogshit,0.695032274723
shitty,0.660506141186
apeshit,0.596379375458
arsehole,0.783058130741
asshole,0.702756744623
bastard,0.430747938156
bitch,0.448813015223
bollocks,0.412412685156
bullshit,0.78145813942
bunghole,0.57628954649
butthole,0.552611654997
cock,0.63687004447
cunt,0.523801183701
dickhead,0.869361841679
faggot,0.671520394087
fucker,0.762256276608
fucking,0.56125895381
goddamn,0.722192382812
jackass,0.491753685474
motherfucker,0.737176930904
penis,0.556120547652
pussy,0.576015919447
fucker,0.762256276608
damn,0.645209413767
shit,0.766692554951
slut,0.562208366394
puss,0.522383221984
fuck,0.488216668367
ass,0.699834358692
whore,0.589981293678
fag,0.659598749876
dick,0.601005357504
cock,0.63687004447
0.646559404309
