fagot,0.399944013357
fuckwit,0.766493660212
cocksucker,0.679714989662
dumbass,0.817296624184
asshat,0.79604742527
shithead,0.614235818386
prick,0.364025992155
horseshit,0.653680551052
dogshit,0.487026464939
shitty,0.660506141186
apeshit,0.575354731083
arsehole,0.763370418549
asshole,0.674729055166
bastard,0.362090921402
bitch,0.433442789316
bollocks,0.39930767417
bullshit,0.681574344635
bunghole,0.559878754616
butthole,0.580966550112
cock,0.520148259401
cunt,0.595701742172
dickhead,0.845205640793
fucker,0.654063463211
fucking,0.499142038822
goddamn,0.636390191317
jackass,0.515503370762
motherfucker,0.69473849535
penis,0.579075798392
pussy,0.440171611309
fucker,0.654063463211
damn,0.541256427765
shit,0.637910211086
slut,0.541303253174
puss,0.447020301223
fuck,0.481833726168
ass,0.662410962582
whore,0.641535025835
fag,0.592668831348
dick,0.556154555082
cock,0.520148259401
0.573808110923
